Document_ID,Chapter,Section,Sub Section,Description,Compliance_Requirements,Due date,Applicability,Role Assigned To,Summary,Action Item
IT_Outsourcing,VI - Risk Management,Risk Management Framework,"(e) Public confidence and customer trust in REs is a prerequisite for their stability and reputation. Hence, REs shall seek to","(e) Public confidence and customer trust in REs is a prerequisite for their stability and reputation. Hence, REs shall seek to",Compliance required,N/A,Regulated Entities,Compliance Team,REs must actively work to build and maintain public confidence and customer trust for their stability and reputation.,Develop and implement a customer trust enhancement strategy by conducting surveys and feedback sessions.
IT_Outsourcing,VII - Monitoring and Control of Outsourced Activities,Monitoring and Control of Outsourced Activities,"a) REs shall have in place a management structure to monitor and control its Outsourced IT activities. This shall include (as applicable to the scope of Outsourcing of IT Services) but not limited to monitoring the performance, uptime of the systems and resources, service availability, adherence to SLA requirements, incident response mechanism, etc.","a) REs shall have in place a management structure to monitor and control its Outsourced IT activities. This shall include (as applicable to the scope of Outsourcing of IT Services) but not limited to monitoring the performance, uptime of the systems and resources, service availability, adherence to SLA requirements, incident response mechanism, etc.",Compliance required,N/A,Regulated Entities,Compliance Team,Entities must establish a management structure to effectively oversee Outsourced IT activities.,"Develop a comprehensive monitoring framework for outsourced IT services, including performance and SLA adherence metrics."
IT_Outsourcing,VII - Monitoring and Control of Outsourced Activities,Monitoring and Control of Outsourced Activities,b) RE shall conduct regular audits (as applicable to the scope of Outsourcing of IT Services) of service providers (including sub-contractors) with regard to the activity outsourced by it. Such audits may be conducted either by RE’s internal auditors or external auditors appointed to act on RE’s behalf.,b) RE shall conduct regular audits (as applicable to the scope of Outsourcing of IT Services) of service providers (including sub-contractors) with regard to the activity outsourced by it. Such audits may be conducted either by RE’s internal auditors or external auditors appointed to act on RE’s behalf.,Compliance required,N/A,Regulated Entities,Compliance Team,Regular audits of service providers for outsourced IT services must be conducted by RE.,Schedule and perform audits of all relevant service providers and sub-contractors.
IT_Outsourcing,VII - Monitoring and Control of Outsourced Activities,Monitoring and Control of Outsourced Activities,"c) While outsourcing various IT services, more than one RE may be availing services from the same third-party service provider. In such scenarios, in lieu of conducting separate audits by individual REs of the common service provider, they may adopt pooled (shared) audit. This allows the relevant REs to either pool their audit resources or engage an independent third-party auditor to jointly audit a common service provider. However, in doing so, it shall be the responsibility of REs in ensuring that the audit requirements related to their respective contract with the service provider are met effectively.","c) While outsourcing various IT services, more than one RE may be availing services from the same third-party service provider. In such scenarios, in lieu of conducting separate audits by individual REs of the common service provider, they may adopt pooled (shared) audit. This allows the relevant REs to either pool their audit resources or engage an independent third-party auditor to jointly audit a common service provider. However, in doing so, it shall be the responsibility of REs in ensuring that the audit requirements related to their respective contract with the service provider are met effectively.",Compliance required,N/A,Regulated Entities,Compliance Team,REs can jointly audit a common service provider instead of conducting separate audits while ensuring compliance with their contract audit requirements.,Coordinate with other REs to organize a pooled audit for common service providers and confirm contract compliance.
IT_Outsourcing,VII - Monitoring and Control of Outsourced Activities,Monitoring and Control of Outsourced Activities,"d) The audits shall assess the performance of the service provider, adequacy of the risk management practices adopted by the service provider, compliance with laws and regulations, etc. The frequency of the audit shall be determined based on the nature and extent of risk and impact to the RE from the outsourcing arrangements. Reports on the monitoring and control activities shall be reviewed periodically by the Senior Management and in case of any adverse development, the same shall be put up to the Board for information.","d) The audits shall assess the performance of the service provider, adequacy of the risk management practices adopted by the service provider, compliance with laws and regulations, etc. The frequency of the audit shall be determined based on the nature and extent of risk and impact to the RE from the outsourcing arrangements. Reports on the monitoring and control activities shall be reviewed periodically by the Senior Management and in case of any adverse development, the same shall be put up to the Board for information.",Compliance required,N/A,Regulated Entities,Compliance Team,"Audits must evaluate service provider performance and risk management, with findings reviewed by Senior Management and escalated to the Board if adverse developments occur.",Schedule and conduct audits based on risk assessment and prepare reports for Senior Management.
IT_Outsourcing,VII - Monitoring and Control of Outsourced Activities,Monitoring and Control of Outsourced Activities,"e) REs, depending upon the risk assessment, may also rely upon globally recognised third-party certifications made available by the service provider in lieu of conducting independent audits. However, this shall not absolve REs of their responsibility in ensuring assurance on the controls and procedures required to safeguard data security (including availability of systems) at the service provider’s end.","e) REs, depending upon the risk assessment, may also rely upon globally recognised third-party certifications made available by the service provider in lieu of conducting independent audits. However, this shall not absolve REs of their responsibility in ensuring assurance on the controls and procedures required to safeguard data security (including availability of systems) at the service provider’s end.",Compliance required,N/A,Regulated Entities,Compliance Team,REs may use third-party certifications instead of independent audits but remain responsible for data security controls at service providers.,Review and verify third-party certifications provided by service providers to ensure compliance with data security requirements.
IT_Outsourcing,VII - Monitoring and Control of Outsourced Activities,Monitoring and Control of Outsourced Activities,"f) The RE shall periodically review the financial and operational condition of the service provider to assess its ability to continue to meet its Outsourcing of IT Services obligations. RE shall adopt risk-based approach in defining the periodicity. Such due diligence reviews shall highlight any deterioration or breach in performance standards, confidentiality, and security, and in operational resilience preparedness.","f) The RE shall periodically review the financial and operational condition of the service provider to assess its ability to continue to meet its Outsourcing of IT Services obligations. RE shall adopt risk-based approach in defining the periodicity. Such due diligence reviews shall highlight any deterioration or breach in performance standards, confidentiality, and security, and in operational resilience preparedness.",Compliance required,N/A,Regulated Entities,Compliance Team,RE must periodically review service providers' financial and operational conditions to ensure compliance with IT service outsourcing obligations.,Establish a risk-based schedule for conducting due diligence reviews of service providers.
IT_Outsourcing,VII - Monitoring and Control of Outsourced Activities,Monitoring and Control of Outsourced Activities,"g) In the event of termination of the outsourcing agreement for any reason in cases where the service provider deals with the customers of the RE, the same shall be given due publicity by the RE so as to ensure that the customers stop dealing with the concerned service provider.","g) In the event of termination of the outsourcing agreement for any reason in cases where the service provider deals with the customers of the RE, the same shall be given due publicity by the RE so as to ensure that the customers stop dealing with the concerned service provider.",Compliance required,N/A,Regulated Entities,Compliance Team,The RE must publicly announce the termination of the outsourcing agreement to prevent customers from dealing with the service provider.,Create a public announcement plan to inform customers about the termination of the outsourcing agreement.
IT_Outsourcing,VII - Monitoring and Control of Outsourced Activities,Monitoring and Control of Outsourced Activities,"h) REs shall ensure that the service provider grants unrestricted and effective access to a) data related to the outsourced activities; b) the relevant business premises of the service provider; subject to appropriate security protocols, for the purpose of effective oversight use by the REs, their auditors, regulators and other relevant Competent Authorities, as authorised under law.","h) REs shall ensure that the service provider grants unrestricted and effective access to a) data related to the outsourced activities; b) the relevant business premises of the service provider; subject to appropriate security protocols, for the purpose of effective oversight use by the REs, their auditors, regulators and other relevant Competent Authorities, as authorised under law.",Compliance required,N/A,Regulated Entities,Compliance Team,REs must ensure service providers allow unrestricted access to data and premises for oversight by relevant authorities.,Establish agreements with service providers to ensure compliance with access requirements.
IT_Outsourcing,VIII - Outsourcing within a Group / Conglomerate,Outsourcing within a Group / Conglomerate,"a) A RE may outsource any IT activity/ IT enabled service within its business group/ conglomerate, provided that such an arrangement is backed by the Board-approved policy and appropriate service level arrangements/ agreements with its group entities are in place.","a) A RE may outsource any IT activity/ IT enabled service within its business group/ conglomerate, provided that such an arrangement is backed by the Board-approved policy and appropriate service level arrangements/ agreements with its group entities are in place.",Compliance required,N/A,Regulated Entities,Compliance Team,A RE can outsource IT activities within its group if supported by a Board-approved policy and service agreements.,Draft and obtain Board approval for the policy regarding IT outsourcing and establish service level agreements with group entities.
IT_Outsourcing,VIII - Outsourcing within a Group / Conglomerate,Outsourcing within a Group / Conglomerate,"b) The selection of a group entity shall be based on objective reasons that are similar to selection of a third-party, and any conflicts of interest that such an outsourcing arrangement may entail shall be appropriately dealt with.","b) The selection of a group entity shall be based on objective reasons that are similar to selection of a third-party, and any conflicts of interest that such an outsourcing arrangement may entail shall be appropriately dealt with.",Compliance required,N/A,Regulated Entities,Compliance Team,"Group entity selection must rely on objective criteria, addressing any conflicts of interest properly.",Establish a policy detailing criteria for group entity selection and conflict management.
IT_Outsourcing,VIII - Outsourcing within a Group / Conglomerate,Outsourcing within a Group / Conglomerate,"c) REs, at all times, shall maintain an arm's length relationship in dealings with their group entities. Risk management practices being adopted by the RE while outsourcing to a group entity shall be identical to those specified for a non-related party.","c) REs, at all times, shall maintain an arm's length relationship in dealings with their group entities. Risk management practices being adopted by the RE while outsourcing to a group entity shall be identical to those specified for a non-related party.",Compliance required,N/A,Regulated Entities,Compliance Team,REs must maintain an arm's length relationship with group entities and apply identical risk management practices as for non-related parties.,Review and update risk management policies to ensure compliance with arm's length requirements when dealing with group entities.
IT_Outsourcing,IX - Cross- Border Outsourcing,Additional requirements for Cross- Border Outsourcing,"a) The engagement of a service provider based in a different jurisdiction exposes the RE to country risk. To manage such risk, the RE shall closely monitor government policies of the jurisdiction in which the service provider is based and the political, social, economic and legal conditions on a continuous basis, as well as establish sound procedures for mitigating the country risk. This includes, inter alia, having appropriate contingency and exit strategies. Further, it shall be ensured that availability of records to the RE and the RBI will not be affected even in case of liquidation of the service provider.","a) The engagement of a service provider based in a different jurisdiction exposes the RE to country risk. To manage such risk, the RE shall closely monitor government policies of the jurisdiction in which the service provider is based and the political, social, economic and legal conditions on a continuous basis, as well as establish sound procedures for mitigating the country risk. This includes, inter alia, having appropriate contingency and exit strategies. Further, it shall be ensured that availability of records to the RE and the RBI will not be affected even in case of liquidation of the service provider.",Compliance required,N/A,Regulated Entities,Compliance Team,The RE must continuously monitor the jurisdictional risks associated with its service provider and ensure proper mitigation procedures and record availability.,Establish a systematic monitoring process for the service provider's jurisdiction and develop contingency strategies.
IT_Outsourcing,IX - Cross- Border Outsourcing,Additional requirements for Cross- Border Outsourcing,"b) The governing law of the arrangement shall also be clearly specified. In principle, arrangements shall only be entered into with parties operating in jurisdictions upholding confidentiality clauses and agreements.","b) The governing law of the arrangement shall also be clearly specified. In principle, arrangements shall only be entered into with parties operating in jurisdictions upholding confidentiality clauses and agreements.",Compliance required,N/A,Regulated Entities,Compliance Team,Arrangements must specify governing law and involve parties from jurisdictions that support confidentiality agreements.,Review and clarify governing law in all agreements and verify the jurisdiction of involved parties.
IT_Outsourcing,IX - Cross- Border Outsourcing,Additional requirements for Cross- Border Outsourcing,c) The right of the RE and the RBI to direct and conduct audit or inspection of the service provider based in a foreign jurisdiction shall be ensured.,c) The right of the RE and the RBI to direct and conduct audit or inspection of the service provider based in a foreign jurisdiction shall be ensured.,Compliance required,N/A,Regulated Entities,Compliance Team,The RE and RBI have the authority to audit or inspect foreign service providers.,Establish protocols to facilitate audits and inspections by the RE and RBI for foreign service providers.
IT_Outsourcing,IX - Cross- Border Outsourcing,Additional requirements for Cross- Border Outsourcing,d) The arrangement shall comply with all statutory requirements as well as regulations issued by the RBI from time to time.,d) The arrangement shall comply with all statutory requirements as well as regulations issued by the RBI from time to time.,Compliance required,N/A,Regulated Entities,Compliance Team,The arrangement must adhere to all statutory requirements and RBI regulations.,Conduct a compliance review to ensure adherence to statutory and RBI regulations.
IT_Outsourcing,X - Exit Strategy,Exit Strategy,"a) The Outsourcing of IT Services policy shall contain a clear exit strategy with regard to outsourced IT activities/IT enabled services, while ensuring business continuity during and after exit. The strategy should include exit strategy for different scenarios of exit or termination of services with stipulation of minimum period to execute such plans, as necessary. In documenting an exit strategy, the RE shall, inter alia, identify alternative arrangements, which may include performing the activity by a different service provider or RE itself.","a) The Outsourcing of IT Services policy shall contain a clear exit strategy with regard to outsourced IT activities/IT enabled services, while ensuring business continuity during and after exit. The strategy should include exit strategy for different scenarios of exit or termination of services with stipulation of minimum period to execute such plans, as necessary. In documenting an exit strategy, the RE shall, inter alia, identify alternative arrangements, which may include performing the activity by a different service provider or RE itself.",Compliance required,N/A,Regulated Entities,Compliance Team,The IT Services policy must include a clear exit strategy for outsourced services to ensure business continuity.,Develop and document an exit strategy that outlines alternative arrangements and minimum execution periods for different exit scenarios.
IT_Outsourcing,X - Exit Strategy,Exit Strategy,"b) REs shall ensure that the agreement has necessary clauses on safe removal/destruction of data, hardware and all records (digital and physical), as applicable. However, service provider shall be legally obliged to cooperate fully with both the RE and new service provider(s) to ensure there is a smooth transition. Further, agreement shall ensure that the service provider is prohibited from erasing, purging, revoking, altering or changing any data during the transition period, unless specifically advised by the regulator/concerned RE.","b) REs shall ensure that the agreement has necessary clauses on safe removal/destruction of data, hardware and all records (digital and physical), as applicable. However, service provider shall be legally obliged to cooperate fully with both the RE and new service provider(s) to ensure there is a smooth transition. Further, agreement shall ensure that the service provider is prohibited from erasing, purging, revoking, altering or changing any data during the transition period, unless specifically advised by the regulator/concerned RE.",Compliance required,N/A,Regulated Entities,Compliance Team,REs must include clauses for safe data removal and ensure service providers do not alter data during transitions.,Review and update agreements to include necessary clauses for data destruction and transition cooperation.
IT_Outsourcing,I - Usage of Cloud Computing Services,Cloud Computing Services,"1. While considering adoption of cloud solution, it is imperative to analyse the business strategy and goals adopted to the current IT applications footprint and associated costs. Cloud adoption ranges from moving only non-business critical workloads to the cloud to moving critical business applications such as SaaS adoption and the several combinations in-between, which should be based on a business technology risk assessment.","1. While considering adoption of cloud solution, it is imperative to analyse the business strategy and goals adopted to the current IT applications footprint and associated costs. Cloud adoption ranges from moving only non-business critical workloads to the cloud to moving critical business applications such as SaaS adoption and the several combinations in-between, which should be based on a business technology risk assessment.",Compliance required,N/A,Regulated Entities,Compliance Team,Evaluate business strategy and associated costs when considering cloud adoption for IT applications and conduct a technology risk assessment.,Conduct a business technology risk assessment to determine appropriate cloud solution options.
IT_Outsourcing,I - Usage of Cloud Computing Services,Cloud Computing Services,"2. In engaging cloud services, REs shall ensure, inter alia, that the Outsourcing of IT Services policy addresses the entire lifecycle of data, i.e., covering the entire span of time from generation of the data, its entry into the cloud, till the data is permanently erased/deleted. The REs shall ensure that the procedures specified are consistent with business needs and legal and regulatory requirements.","2. In engaging cloud services, REs shall ensure, inter alia, that the Outsourcing of IT Services policy addresses the entire lifecycle of data, i.e., covering the entire span of time from generation of the data, its entry into the cloud, till the data is permanently erased/deleted. The REs shall ensure that the procedures specified are consistent with business needs and legal and regulatory requirements.",Compliance required,N/A,Regulated Entities,Compliance Team,"REs must ensure their Outsourcing of IT Services policy addresses data lifecycle management, from generation to permanent deletion, in compliance with business and regulatory standards.",Review and update the Outsourcing of IT Services policy to encompass the full data lifecycle.
IT_Outsourcing,I - Usage of Cloud Computing Services,Cloud Computing Services,"3. In adoption of cloud services, REs shall take into account the cloud service specific factors, viz., multi-tenancy, multi-location storing/processing of data, etc., and attendant risks, while establishing appropriate risk management framework. Cloud security is a shared responsibility between the RE and the Cloud Service Provider.","3. In adoption of cloud services, REs shall take into account the cloud service specific factors, viz., multi-tenancy, multi-location storing/processing of data, etc., and attendant risks, while establishing appropriate risk management framework. Cloud security is a shared responsibility between the RE and the Cloud Service Provider.",Compliance required,2024-03-31,Regulated Entities,Compliance Team,Regulatory entities must consider specific cloud service factors and risks when developing a risk management framework for cloud services.,Review and update the risk management framework to include cloud service factors by next quarter.
IT_Outsourcing,I - Usage of Cloud Computing Services,Cloud Computing Services,"4. Cloud Governance: REs shall adopt and demonstrate a well-established and documented cloud adoption policy. Such a policy should, inter alia, identify the activities that can be moved to the cloud, enable and support protection of various stakeholder interests, ensure compliance with regulatory requirements, including those on privacy, security, data sovereignty, recoverability and data storage requirements, aligned with data classification. The policy should provide for appropriate due diligence to manage and continually monitor the risks associated with CSPs.","4. Cloud Governance: REs shall adopt and demonstrate a well-established and documented cloud adoption policy. Such a policy should, inter alia, identify the activities that can be moved to the cloud, enable and support protection of various stakeholder interests, ensure compliance with regulatory requirements, including those on privacy, security, data sovereignty, recoverability and data storage requirements, aligned with data classification. The policy should provide for appropriate due diligence to manage and continually monitor the risks associated with CSPs.",Compliance required,N/A,Regulated Entities,Compliance Team,REs must establish a documented cloud adoption policy that ensures compliance with regulatory requirements and manages risks associated with cloud service providers.,Draft and implement the cloud adoption policy by following the outlined requirements.
IT_Outsourcing,I - Usage of Cloud Computing Services,Cloud Computing Services,"5. Cloud Service Providers (CSP) Considerations for selection of CSP: REs shall ensure that the selection of the CSP is based on a comprehensive risk assessment of the CSP. REs shall enter into a contract only with CSPs subject to jurisdictions that uphold enforceability of agreements and the rights available thereunder to REs, including those relating to aspects such as data storage, data protection and confidentiality.","5. Cloud Service Providers (CSP) Considerations for selection of CSP: REs shall ensure that the selection of the CSP is based on a comprehensive risk assessment of the CSP. REs shall enter into a contract only with CSPs subject to jurisdictions that uphold enforceability of agreements and the rights available thereunder to REs, including those relating to aspects such as data storage, data protection and confidentiality.",Compliance required,N/A,Regulated Entities,Compliance Team,REs must select CSPs based on comprehensive risk assessments and ensure contracts are enforceable under suitable jurisdictions.,Conduct risk assessments for potential CSPs and establish enforceable contracts by evaluating jurisdiction laws.
IT_Outsourcing,I - Usage of Cloud Computing Services,Cloud Computing Services,"b) Identity and Access Management (IAM): IAM shall be agreed upon with the CSP and ensured for providing role-based access to the cloud hosted applications, in respect of user-access and privileged-access. Stringent access controls, as applicable for an on-premise application, may be established for identity and access management to cloud-based applications. Segregation of duties and role conflict matrix should be implemented for all kinds of user-access and privileged-access roles in the cloud-hosted application irrespective of the cloud service model. Access provisioning should be governed by principles of ‘need to know’ and ‘least privileges’. In addition, multi-factor authentication should be implemented for access to cloud applications.","b) Identity and Access Management (IAM): IAM shall be agreed upon with the CSP and ensured for providing role-based access to the cloud hosted applications, in respect of user-access and privileged-access. Stringent access controls, as applicable for an on-premise application, may be established for identity and access management to cloud-based applications. Segregation of duties and role conflict matrix should be implemented for all kinds of user-access and privileged-access roles in the cloud-hosted application irrespective of the cloud service model. Access provisioning should be governed by principles of ‘need to know’ and ‘least privileges’. In addition, multi-factor authentication should be implemented for access to cloud applications.",Compliance required,N/A,Regulated Entities,Compliance Team,Organizations must establish IAM practices with role-based access controls and multi-factor authentication for cloud applications.,Implement a role conflict matrix and multi-factor authentication for all cloud-hosted applications.
IT_Outsourcing,I - Usage of Cloud Computing Services,Cloud Computing Services,"c) Security Controls: REs shall ensure that the implementation of security controls in the cloud-based application achieves similar or higher degree of control objectives than those achieved in/by an on-premise application. This includes ensuring - secure connection through appropriate deployment of network security resources and their configurations; appropriate and secure configurations, monitoring of the cloud assets utilised by the RE; necessary procedures to authorise changes to cloud applications and related resources.","c) Security Controls: REs shall ensure that the implementation of security controls in the cloud-based application achieves similar or higher degree of control objectives than those achieved in/by an on-premise application. This includes ensuring - secure connection through appropriate deployment of network security resources and their configurations; appropriate and secure configurations, monitoring of the cloud assets utilised by the RE; necessary procedures to authorise changes to cloud applications and related resources.",Compliance required,N/A,Regulated Entities,Compliance Team,"REs must implement security controls in cloud applications that meet or exceed those of on-premise applications, including secure connections and change authorization procedures.",Ensure all cloud applications implement the required security controls and configurations by conducting a comprehensive audit.
IT_Outsourcing,I - Usage of Cloud Computing Services,Cloud Computing Services,"d) Robust Monitoring and Surveillance: REs shall accurately define minimum monitoring requirements in the cloud environment. REs should ensure to assess the information/cyber security capability of the cloud service provider, such that, the i) CSP maintains an information security policy framework commensurate with its exposures to vulnerabilities and threats; ii) CSP is able to maintain its information/cyber security capability with respect to changes in vulnerabilities and threats, including those resulting from changes to information assets or its business environment; iii) nature and frequency of testing of controls by the CSP in respect of the outsourced services is commensurate with the materiality of the services being outsourced by the RE and the threat environment; and iv) CSP has mechanisms in place to assess the sub-contractors with regards to confidentiality, integrity and availability of the data being shared with the sub-contractors, where applicable.","d) Robust Monitoring and Surveillance: REs shall accurately define minimum monitoring requirements in the cloud environment. REs should ensure to assess the information/cyber security capability of the cloud service provider, such that, the i) CSP maintains an information security policy framework commensurate with its exposures to vulnerabilities and threats; ii) CSP is able to maintain its information/cyber security capability with respect to changes in vulnerabilities and threats, including those resulting from changes to information assets or its business environment; iii) nature and frequency of testing of controls by the CSP in respect of the outsourced services is commensurate with the materiality of the services being outsourced by the RE and the threat environment; and iv) CSP has mechanisms in place to assess the sub-contractors with regards to confidentiality, integrity and availability of the data being shared with the sub-contractors, where applicable.",Compliance required,N/A,Regulated Entities,Compliance Team,REs must define monitoring requirements and evaluate their cloud service providers' cybersecurity capabilities to mitigate risks effectively.,Conduct an assessment of the cloud service provider’s security policies and testing mechanisms by the next quarterly review.
IT_Outsourcing,I - Usage of Cloud Computing Services,Cloud Computing Services,"e) Appropriate integration of logs, events from the CSP into the RE’s SOC, wherever applicable and/or retention of relevant logs in cloud shall be ensured for incident reporting and handling of incidents relating to services deployed on the cloud.","e) Appropriate integration of logs, events from the CSP into the RE’s SOC, wherever applicable and/or retention of relevant logs in cloud shall be ensured for incident reporting and handling of incidents relating to services deployed on the cloud.",Compliance required,N/A,Regulated Entities,Compliance Team,Ensure integration of CSP logs into the RE's SOC for effective incident reporting and handling.,Implement log integration and establish retention protocols for relevant cloud logs.
IT_Outsourcing,I - Usage of Cloud Computing Services,Cloud Computing Services,"f) The RE’s own efforts in securing its application shall be complemented by the CSP’s cyber resilience controls. The CSP/RE shall ensure continuous and regular updates of security-related software including upgrades, fixes, patches and service packs for protecting the application from advanced threats/malware.","f) The RE’s own efforts in securing its application shall be complemented by the CSP’s cyber resilience controls. The CSP/RE shall ensure continuous and regular updates of security-related software including upgrades, fixes, patches and service packs for protecting the application from advanced threats/malware.",Compliance required,N/A,Regulated Entities,Compliance Team,The RE and CSP must regularly update security software to protect against advanced threats.,"Establish a schedule for continuous updates of security-related software, including patches and upgrades."
IT_Outsourcing,I - Usage of Cloud Computing Services,Cloud Computing Services,g) Vulnerability Management: REs shall ensure that CSPs have a well-governed and structured approach to manage threats and vulnerabilities supported by requisite industry-specific threat intelligence capabilities.,g) Vulnerability Management: REs shall ensure that CSPs have a well-governed and structured approach to manage threats and vulnerabilities supported by requisite industry-specific threat intelligence capabilities.,Compliance required,2024-06-30,Regulated Entities,Compliance Team,REs must ensure CSPs have a structured approach for managing threats and vulnerabilities using relevant threat intelligence.,Establish a governance framework for vulnerability management with threat intelligence capabilities by Q2 2024.
IT_Outsourcing,I - Usage of Cloud Computing Services,Cloud Computing Services,"b) REs shall ensure that the CSP puts in place demonstrative capabilities for preparedness and readiness for cyber resilience as regards cloud services in use by them. This should be systematically ensured, inter alia, through robust incident response and recovery practices including conduct of Disaster Recovery (DR) drills at various levels of cloud services including necessary stakeholders.","b) REs shall ensure that the CSP puts in place demonstrative capabilities for preparedness and readiness for cyber resilience as regards cloud services in use by them. This should be systematically ensured, inter alia, through robust incident response and recovery practices including conduct of Disaster Recovery (DR) drills at various levels of cloud services including necessary stakeholders.",Compliance required,N/A,Regulated Entities,Compliance Team,REs are required to ensure that their CSP establishes robust cyber resilience through incident response practices and Disaster Recovery drills.,Coordinate with the CSP to implement and schedule regular Disaster Recovery drills.
IT_Outsourcing,I - Usage of Cloud Computing Services,Cloud Computing Services,b) monitoring the ongoing design of applications and service delivery technology stack that the exit plans should align with.,b) monitoring the ongoing design of applications and service delivery technology stack that the exit plans should align with.,Compliance required,2024-03-31,Regulated Entities,Compliance Team,Organizations should ensure exit plans are compatible with the design of applications and technology used in service delivery.,Review and update exit plans to align with the current technology stack by Q1 2024.
